publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	last_changed	access_start_date	access_end_date	medium	monograph_parent_collection_title	subject_area	status	listprice_eur	language	doi_identifier
Severe Personality Disorders		9780300159486							https://www.degruyter.com/openurl?genre=book&isbn=9780300159486	Haslam	9780300159486		fulltext		Yale University Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Education, other	current	72,95	eng	10.12987/9780300159486
Severina		9780300208498							https://www.degruyter.com/openurl?genre=book&isbn=9780300208498		9780300208498		fulltext		Yale University Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Margellos World Republic of Letters	Prose	current	25,95	eng	10.12987/9780300208498
Sewing Hope		9780520966246							https://www.degruyter.com/openurl?genre=book&isbn=9780520966246	Adler-Milstein	9780520966246		fulltext		University of California Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Human Resources, Labor Practice,  Job and Career	current	443,95	eng	10.1525/9780520966246
Sex and Religion in the Bible		9780300153781							https://www.degruyter.com/openurl?genre=book&isbn=9780300153781	Carmichael	9780300153781		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Biblical Reception	current	146,95	eng	10.12987/9780300153781
Sex and Sensibility		9780520918313							https://www.degruyter.com/openurl?genre=book&isbn=9780520918313	Stein	9780520918313		fulltext		University of California Press	monograph	1997	1997		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520918313
Sex and the Office		9780300183276							https://www.degruyter.com/openurl?genre=book&isbn=9780300183276	Berebitsky	9780300183276		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Sociology, other	current	135,95	eng	10.12987/9780300183276
Sex Cells		9780520950221							https://www.degruyter.com/openurl?genre=book&isbn=9780520950221	Almeling	9780520950221		fulltext		University of California Press	monograph	2011	2011						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		History of Sociology	current	443,95	eng	10.1525/9780520950221
Sex, Money and Personal Character in Eighteenth-Century British Politics		9780300210477							https://www.degruyter.com/openurl?genre=book&isbn=9780300210477	Morris	9780300210477		fulltext		Yale University Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Lewis Walpole Series in Eighteenth-Century Culture and History	General European History	current	166,95	eng	10.12987/9780300210477
Sex Panic and the Punitive State		9780520948211							https://www.degruyter.com/openurl?genre=book&isbn=9780520948211	Lancaster	9780520948211		fulltext		University of California Press	monograph	2011	2011						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Social Anthropology	current	443,95	eng	10.1525/9780520948211
Sex Seen		9780520919433							https://www.degruyter.com/openurl?genre=book&isbn=9780520919433	Ullman	9780520919433		fulltext		University of California Press	monograph	1997	1997		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520919433
Sexual Chemistry		9780300180114							https://www.degruyter.com/openurl?genre=book&isbn=9780300180114	Marks	9780300180114		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		History and Ethics of Medicine	current	88,95	eng	10.12987/9780300180114
Sexual Inequalities and Social Justice		9780520939141							https://www.degruyter.com/openurl?genre=book&isbn=9780520939141		9780520939141		fulltext		University of California Press	monograph	2006	2006			Teunis			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Social Anthropology	current	334,95	eng	10.1525/9780520939141
Sexual Personae		9780300182132							https://www.degruyter.com/openurl?genre=book&isbn=9780300182132	Paglia	9780300182132		fulltext		Yale University Press	monograph	1990	1990						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		Miscellaneous	current	127,95	eng	10.12987/9780300182132
Sexual Selections		9780520937673							https://www.degruyter.com/openurl?genre=book&isbn=9780520937673	Zuk	9780520937673		fulltext		University of California Press	monograph	2002	2002						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Zoology	current	443,95	eng	10.1525/9780520937673
Sexuality and the Unnatural in Colonial Latin America		9780520963184							https://www.degruyter.com/openurl?genre=book&isbn=9780520963184		9780520963184		fulltext		University of California Press	monograph	2016	2016			Tortorici			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Latin America	current	274,95	eng	10.1525/9780520963184
Shadow Mothers		9780520947818							https://www.degruyter.com/openurl?genre=book&isbn=9780520947818	Macdonald	9780520947818		fulltext		University of California Press	monograph	2011	2011						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Political Science, other	current	443,95	eng	10.1525/9780520947818
Shadows of Reality		9780300129625							https://www.degruyter.com/openurl?genre=book&isbn=9780300129625	Robbin	9780300129625		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Architecture and Design, other    	current	127,95	eng	10.12987/9780300129625
Shady Practices		9780520924475							https://www.degruyter.com/openurl?genre=book&isbn=9780520924475	Schroeder	9780520924475		fulltext		University of California Press	monograph	1999	1999						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	California Studies in Critical Human Geography	Geography	current	443,95	eng	10.1525/9780520924475
Shakespeare and the Courtly Aesthetic		9780520318496							https://www.degruyter.com/openurl?genre=book&isbn=9780520318496	Schmidgall	9780520318496		fulltext		University of California Press	monograph	1981	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520318496
Shakespeare's Metrical Art		9780520911932							https://www.degruyter.com/openurl?genre=book&isbn=9780520911932	Wright	9780520911932		fulltext		University of California Press	monograph	1988	1988						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Poetics 	current	334,95	eng	10.1525/9780520911932
Shakespeare’s Military World		9780520334533							https://www.degruyter.com/openurl?genre=book&isbn=9780520334533	Jorgensen	9780520334533		fulltext		University of California Press	monograph	1973	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	California Library Reprint Series : 14	General Interest	current	110,95	eng	10.1525/9780520334533
Shakespeare’s Perjured Eye		9780520313842							https://www.degruyter.com/openurl?genre=book&isbn=9780520313842	Fineman	9780520313842		fulltext		University of California Press	monograph	1986	1986		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520313842
Shakespeare’s Proverbial Language		9780520320970							https://www.degruyter.com/openurl?genre=book&isbn=9780520320970	Dent	9780520320970		fulltext		University of California Press	monograph	1981	1981		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520320970
Shakespeare’s Tragic Skepticism		9780300127201							https://www.degruyter.com/openurl?genre=book&isbn=9780300127201	Bell	9780300127201		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Genre Studies, general	current	137,95	eng	10.12987/9780300127201
Shaking Up the City		9780520972643							https://www.degruyter.com/openurl?genre=book&isbn=9780520972643	Slater	9780520972643		fulltext		University of California Press	monograph	2021	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-09-21		Book		Urban and Spatial Sociology	current	443,95	eng	10.1525/9780520972643
Shame and Necessity		9780520915282							https://www.degruyter.com/openurl?genre=book&isbn=9780520915282	Williams	9780520915282		fulltext		University of California Press	monograph	1993	1993		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Sather Classical Lectures	Ancient History	current	110,95	eng	10.1525/9780520915282
Shame and Necessity		9780520934931							https://www.degruyter.com/openurl?genre=book&isbn=9780520934931		9780520934931		fulltext		University of California Press	monograph	2008	2008		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-10	2021-01-01		Book	Sather Classical Lectures	Ancient History	current	332,85	eng	10.1525/9780520934931
Shameless		9780520957428							https://www.degruyter.com/openurl?genre=book&isbn=9780520957428	Franco	9780520957428		fulltext		University of California Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-09	2021-01-01		Book		Ancient Science and Medicine	current	237,95	eng	10.1525/9780520957428
Shanghai on the Métro		9780520309920							https://www.degruyter.com/openurl?genre=book&isbn=9780520309920	Miller	9780520309920		fulltext		University of California Press	monograph	1994	1994		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520309920
Shanghai Splendor		9780520933422							https://www.degruyter.com/openurl?genre=book&isbn=9780520933422	Yeh	9780520933422		fulltext		University of California Press	monograph	2007	2007						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Global History	current	334,95	eng	10.1525/9780520933422
Shanghai&#39;s Bund and Beyond		9780300143621							https://www.degruyter.com/openurl?genre=book&isbn=9780300143621	Horesh	9780300143621		fulltext		Yale University Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Yale Series in Economic and Financial History	History of Economics	current	93,95	eng	10.12987/9780300143621
Shaped by the West, Volume 1		9780520964372							https://www.degruyter.com/openurl?genre=book&isbn=9780520964372	Hyde	9780520964372		fulltext		University of California Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Global History	current	185,95	eng	10.1525/9780520964372
Shaped by the West, Volume 2		9780520965201							https://www.degruyter.com/openurl?genre=book&isbn=9780520965201	Hyde	9780520965201		fulltext		University of California Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Global History	current	185,95	eng	10.1525/9780520965201
Shape-Up and Hiring Hall		9780520345461							https://www.degruyter.com/openurl?genre=book&isbn=9780520345461	Larrowe	9780520345461		fulltext		University of California Press	monograph	1955	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520345461
Shaping History		9780520920712							https://www.degruyter.com/openurl?genre=book&isbn=9780520920712	Te Brake	9780520920712		fulltext		University of California Press	monograph	1998	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520920712
Shaping Humanity		9780300185331							https://www.degruyter.com/openurl?genre=book&isbn=9780300185331	Gurche	9780300185331		fulltext		Yale University Press	monograph	2013	2013						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Evolutionary Biology	current	97,95	eng	10.12987/9780300185331
Shaping the Sierra		9780520926141							https://www.degruyter.com/openurl?genre=book&isbn=9780520926141	Duane	9780520926141		fulltext		University of California Press	monograph	1999	1999						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Life Sciences, other	current	334,95	eng	10.1525/9780520926141
Sharia Transformations		9780520974470							https://www.degruyter.com/openurl?genre=book&isbn=9780520974470	Peletz	9780520974470		fulltext		University of California Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Biological Anthropology	current	334,95	eng	10.1525/9780520974470
Shari'ah on Trial		9780520967144							https://www.degruyter.com/openurl?genre=book&isbn=9780520967144	Eltantawi	9780520967144		fulltext		University of California Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Introductions and Overviews	current	334,95	eng	10.1525/9780520967144
Shenoute of Atripe and the Uses of Poverty		9780520954922							https://www.degruyter.com/openurl?genre=book&isbn=9780520954922	Lopez	9780520954922		fulltext		University of California Press	monograph	2013	2013						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	Transformation of the Classical Heritage	Ancient Science and Medicine	current	334,95	eng	10.1525/9780520954922
Sherpas		9780520909946							https://www.degruyter.com/openurl?genre=book&isbn=9780520909946	Fisher	9780520909946		fulltext		University of California Press	monograph	1990	1990						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Social Anthropology	current	334,95	eng	10.1525/9780520909946
Shifting the Meaning of Democracy		9780520966932							https://www.degruyter.com/openurl?genre=book&isbn=9780520966932	Graham	9780520966932		fulltext		University of California Press	monograph	2019	2019						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-09	2021-01-01		Book		Latin America	current	334,95	eng	10.1525/9780520966932
Ship of Death		9780300199239							https://www.degruyter.com/openurl?genre=book&isbn=9780300199239	Smith	9780300199239		fulltext		Yale University Press	monograph	2013	2013						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Modern History 	current	68,95	eng	10.12987/9780300199239
Shore Wildflowers		9780520309012							https://www.degruyter.com/openurl?genre=book&isbn=9780520309012	Munz	9780520309012		fulltext		University of California Press	monograph	1964	2020		2nd printing, Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520309012
Shorebird Ecology, Conservation, and Management		9780520947962							https://www.degruyter.com/openurl?genre=book&isbn=9780520947962	Colwell	9780520947962		fulltext		University of California Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Zoology	current	334,95	eng	10.1525/9780520947962
Shoshaman		9780520910515							https://www.degruyter.com/openurl?genre=book&isbn=9780520910515	Arai	9780520910515		fulltext		University of California Press	monograph	1991	1991						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	Voices from Asia	Literary Studies, general	current	125,95	eng	10.1525/9780520910515
Shostakovich&#39;s Preludes and Fugues		9780300149449							https://www.degruyter.com/openurl?genre=book&isbn=9780300149449	Mazullo	9780300149449		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Music, general	current	146,95	eng	10.12987/9780300149449
Shou fi ma fi?		9780300206005							https://www.degruyter.com/openurl?genre=book&isbn=9780300206005	Chouairi	9780300206005		fulltext		Yale University Press	monograph	2010	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-06-10		Book		European Languages, other	current	113,95	eng	10.12987/9780300206005
Shoveling Fuel for a Runaway Train		9780520925601							https://www.degruyter.com/openurl?genre=book&isbn=9780520925601	Czech	9780520925601		fulltext		University of California Press	monograph	2000	2000						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Ecology	current	263,95	eng	10.1525/9780520925601
Shrinking Violets		9780300227956							https://www.degruyter.com/openurl?genre=book&isbn=9780300227956	Moran	9780300227956		fulltext		Yale University Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Cultural History	current	50,95	eng	10.12987/9780300227956
Shush! Growing Up Jewish under Stalin		9780520942257							https://www.degruyter.com/openurl?genre=book&isbn=9780520942257	Draitser	9780520942257		fulltext		University of California Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Southern Europe	current	148,95	eng	10.1525/9780520942257
Shyness		9780300150285							https://www.degruyter.com/openurl?genre=book&isbn=9780300150285	Lane	9780300150285		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Psychiatry, Psychotherapy	current	78,95	eng	10.12987/9780300150285
Siberia		9780300206173							https://www.degruyter.com/openurl?genre=book&isbn=9780300206173	Hartley	9780300206173		fulltext		Yale University Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		General European History	current	74,95	eng	10.12987/9780300206173
Sick To Death and Not Going to Take It Anymore!		9780520931428							https://www.degruyter.com/openurl?genre=book&isbn=9780520931428	Lynn	9780520931428		fulltext		University of California Press	monograph	2004	2004						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	California/Milbank Books on Health and the Public	Public Health	current	334,95	eng	10.1525/9780520931428
Sick to Debt		9780300249194							https://www.degruyter.com/openurl?genre=book&isbn=9780300249194	Ubel	9780300249194		fulltext		Yale University Press	monograph	2019	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Public Health	current	54,95	eng	10.12987/9780300249194
Sidewalking		9780520963092							https://www.degruyter.com/openurl?genre=book&isbn=9780520963092	Ulin	9780520963092		fulltext		University of California Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		United States of America	current	91,95	eng	10.1525/9780520963092
Sidney Reilly		9780300268881							https://www.degruyter.com/openurl?genre=book&isbn=9780300268881	Morris	9780300268881		fulltext		Yale University Press	monograph	2022	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2022-10-25		Book	Jewish Lives	Miscellaneous	current	50,95	eng	
Siegfried Kracauer's American Writings		9780520952003							https://www.degruyter.com/openurl?genre=book&isbn=9780520952003		9780520952003		fulltext		University of California Press	monograph	2012	2012			von Moltke			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	Weimar and Now: German Cultural Criticism	Film	current	294,95	eng	10.1525/9780520952003
Sierra Nevada Natural History		9780520937741							https://www.degruyter.com/openurl?genre=book&isbn=9780520937741	Storer	9780520937741		fulltext		University of California Press	monograph	2004	2020		Rev. ed., Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-10	2021-01-01		Book	California Natural History Guides	Ecology	current	371,85	eng	10.1525/9780520937741
Sigmund Romberg		9780300138351							https://www.degruyter.com/openurl?genre=book&isbn=9780300138351	Everett	9780300138351		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Yale Broadway Masters Series	Music, general	current	127,95	eng	10.12987/9780300138351
Signals from the Hill		9780300157727							https://www.degruyter.com/openurl?genre=book&isbn=9780300157727	Foreman	9780300157727		fulltext		Yale University Press	monograph	1989	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-07	2022-06-07		Book		Political Science, other	current	109,95	eng	10.12987/9780300157727
Signing the Body Poetic		9780520935914							https://www.degruyter.com/openurl?genre=book&isbn=9780520935914		9780520935914		fulltext		University of California Press	monograph	2006	2006			Rose			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Semiotics	current	443,95	eng	10.1525/9780520935914
Signs and Symptoms		9780520314733							https://www.degruyter.com/openurl?genre=book&isbn=9780520314733	Cooper	9780520314733		fulltext		University of California Press	monograph	1983	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520314733
Signs of Recognition		9780520917637							https://www.degruyter.com/openurl?genre=book&isbn=9780520917637	Keane	9780520917637		fulltext		University of California Press	monograph	1997	1997		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520917637
Signs of the Times		9780520945869							https://www.degruyter.com/openurl?genre=book&isbn=9780520945869	Abel	9780520945869		fulltext		University of California Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		United States of America	current	443,95	eng	10.1525/9780520945869
Silence and Sacrifice		9780520976702							https://www.degruyter.com/openurl?genre=book&isbn=9780520976702	Shohet	9780520976702		fulltext		University of California Press	monograph	2021	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-04-20		Book		Social Anthropology	current	334,95	eng	10.1525/9780520976702
Silence at Boalt Hall		9780520936348							https://www.degruyter.com/openurl?genre=book&isbn=9780520936348	Guerrero	9780520936348		fulltext		University of California Press	monograph	2002	2002						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Education Systems	current	334,95	eng	10.1525/9780520936348
Silence Was Salvation		9780300210736							https://www.degruyter.com/openurl?genre=book&isbn=9780300210736	Frierson	9780300210736		fulltext		Yale University Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	Annals of Communism Series	General European History	current	127,95	eng	10.12987/9780300210736
Silicon Second Nature	9780520208001	9780520918771							https://www.degruyter.com/openurl?genre=book&isbn=9780520918771	Helmreich	9780520918771		fulltext		University of California Press	monograph	1998	1998						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-15	2021-01-01		Book		General Interest	current	110,95	eng	
Silk, Slaves, and Stupas		9780520957664							https://www.degruyter.com/openurl?genre=book&isbn=9780520957664	Whitfield	9780520957664		fulltext		University of California Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Global History	current	443,95	eng	10.1525/9780520957664
Simple Curiosity		9780520332140							https://www.degruyter.com/openurl?genre=book&isbn=9780520332140		9780520332140		fulltext		University of California Press	monograph	1987	2020		Reprint 2020	Laporte			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520332140
Simulacra		9780300227932							https://www.degruyter.com/openurl?genre=book&isbn=9780300227932		9780300227932		fulltext		Yale University Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	Yale Series of Younger Poets	Poetics 	current	39,95	eng	10.12987/9780300227932
Sim&#243;n Bol&#237;var (Simon Bolivar)		9780300137705							https://www.degruyter.com/openurl?genre=book&isbn=9780300137705	Lynch	9780300137705		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Miscellaneous	current	35,95	eng	10.12987/9780300137705
Sin		9780300154870							https://www.degruyter.com/openurl?genre=book&isbn=9780300154870	Anderson	9780300154870		fulltext		Yale University Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Christianity	current	78,95	eng	10.12987/9780300154870
Sin and Evil		9780300135206							https://www.degruyter.com/openurl?genre=book&isbn=9780300135206	Paulson	9780300135206		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Literary Studies, general	current	166,95	eng	10.12987/9780300135206
Sincerity after Communism		9780300224832							https://www.degruyter.com/openurl?genre=book&isbn=9780300224832	Rutten	9780300224832		fulltext		Yale University Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	Eurasia Past and Present	General European History	current	78,95	eng	10.12987/9780300224832
Sing with the Heart of a Bear		9780520922952							https://www.degruyter.com/openurl?genre=book&isbn=9780520922952	Lincoln	9780520922952		fulltext		University of California Press	monograph	1999	2000		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		Poetics 	current	334,95	eng	10.1525/9780520922952
Singing for Freedom		9780300138368							https://www.degruyter.com/openurl?genre=book&isbn=9780300138368	Gac	9780300138368		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Architecture and Design, other    	current	127,95	eng	10.12987/9780300138368
Singing for Power		9780520326149							https://www.degruyter.com/openurl?genre=book&isbn=9780520326149	Murray Underhill	9780520326149		fulltext		University of California Press	monograph	1938	1938		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520326149
Singing in Style		9780300138085							https://www.degruyter.com/openurl?genre=book&isbn=9780300138085	Sugimura	9780300138085		fulltext		Yale University Press	monograph	2006	2006						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Music, general	current	97,95	eng	10.12987/9780300138085
